NAME,STUSPS,INTPTLAT,INTPTLON
Grayson,VA,+36.6522288,-081.2153240
Lubbock,TX,+33.6114688,-101.8199438
Meeker,MN,+45.1231555,-094.5273460
Ashland,OH,+40.8432730,-082.2701271
Madison,NE,+41.9099293,-097.6068564
Martin,FL,+27.0836036,-080.3982011
Mineral,CO,+37.5490692,-107.0032352
Dawson,GA,+34.4426077,-084.1732611
Johnson,GA,+32.6945842,-082.6639696
Monroe,AR,+34.6795117,-091.2033099
Dallas,MO,+37.6835825,-093.0338146
Pittsylvania,VA,+36.8217206,-079.3985019
Denali,AK,+63.6820386,-150.0270164
Pawnee,KS,+38.1814768,-099.2347717
Wyandotte,KS,+39.1153842,-094.7630866
Dixie,FL,+29.5526748,-083.2362319
Tuscola,MI,+43.4879024,-083.4366180
Southeast Fairbanks,AK,+63.8649972,-143.2186282
Graham,KS,+39.3549716,-099.8798939
St. Landry,LA,+30.5834409,-091.9892745
Giles,TN,+35.2027228,-087.0353190
Lucas,OH,+41.6823213,-083.4689033
Mississippi,AR,+35.7669437,-090.0522072
Rincón,PR,+18.3389797,-067.2507707
Floyd,IN,+38.3180811,-085.9118469
Morton,KS,+37.1852495,-101.8095163
Grant,KY,+38.6491670,-084.6259245
Taylor,KY,+37.3662101,-085.3280585
Graham,NC,+35.3483644,-083.8309147
Logan,WV,+37.8305905,-081.9408530
Pleasants,WV,+39.3681331,-081.1611724
Giles,VA,+37.3180719,-080.6983210
Fayette,WV,+38.0309659,-081.0860886
Snohomish,WA,+48.0549130,-121.7650375
Eddy,NM,+32.4578347,-104.3064338
McPherson,NE,+41.6484137,-101.1208507
Red Willow,NE,+40.1694196,-100.4685764
Rock,NE,+42.3947490,-099.4208512
Humphreys,TN,+36.0408218,-087.7904526
Mason,IL,+40.2369926,-089.9135746
Wythe,VA,+36.8998679,-081.0830095
Washington,GA,+32.9718435,-082.7981124
Yakima,WA,+46.4565581,-120.7401446
Washington,AR,+35.9780010,-094.2172695
Henderson,TX,+32.2116334,-095.8534183
Eau Claire,WI,+44.7263547,-091.2864137
Sequatchie,TN,+35.3723358,-085.4100820
Walker,TX,+30.7431631,-095.5698246
Coconino,AZ,+35.8296919,-111.7737277
Sumner,KS,+37.2366617,-097.4933519
Oceana,MI,+43.6039542,-086.4671770
Kanabec,MN,+45.9477598,-093.2977883
Ashtabula,OH,+41.9066369,-080.7455916
Alpine,CA,+38.6217831,-119.7983522
Galveston,TX,+29.2339273,-094.8881969
Bullock,AL,+32.1017589,-085.7172613
Livingston,IL,+40.8943761,-088.5528518
Preble,OH,+39.7388104,-084.6447584
Jackson,OH,+39.0134773,-082.6141420
Harris,TX,+29.8572730,-095.3930371
Middlesex,MA,+42.4817182,-071.3949161
Vega Baja,PR,+18.4551279,-066.3978832
Dawson,TX,+32.7425280,-101.9487714
Ontario,NY,+42.8563575,-077.3034967
Autauga,AL,+32.5322367,-086.6464395
Miami,KS,+38.5667718,-094.8329626
Dodge,GA,+32.1643690,-083.1678658
Cortland,NY,+42.5940390,-076.0762398
Camden,GA,+30.9133580,-081.6420193
Washtenaw,MI,+42.2522168,-083.8434233
LaGrange,IN,+41.6424623,-085.4278448
Pecos,TX,+30.7732980,-102.7181533
Peach,GA,+32.5713241,-083.8319779
White,GA,+34.6441817,-083.7430004
Jefferson,GA,+33.0581756,-082.4200036
Oconto,WI,+44.9965754,-088.2065162
Nacogdoches,TX,+31.6205598,-094.6202497
Washington,RI,+41.3967920,-071.6202820
Okanogan,WA,+48.5484533,-119.7422347
Spokane,WA,+47.6203752,-117.4033714
Forest,WI,+45.6668806,-088.7733265
Sawyer,WI,+45.8649993,-091.1470631
Hudson,NJ,+40.7313751,-074.0786014
Stark,OH,+40.8141314,-081.3656673
Guadalupe,TX,+29.5826714,-097.9489953
Island,WA,+48.1585538,-122.6706492
Jefferson,WV,+39.3073985,-077.8632200
Prince William,VA,+38.7011187,-077.4795791
Chester,PA,+39.9740287,-075.7497512
Mercer,WV,+37.4034477,-081.1064560
Roane,TN,+35.8472504,-084.5239292
Clallam,WA,+48.1109034,-123.8898599
Stevens,WA,+48.3887277,-117.8544548
Van Buren,IA,+40.7541168,-091.9529430
Gosper,NE,+40.5090947,-099.8232058
Monroe,MS,+33.8900295,-088.4850379
Escambia,FL,+30.5299979,-087.3203222
Tarrant,TX,+32.7721191,-097.2912241
Prince George's,MD,+38.8292778,-076.8481880
Scott,VA,+36.7127756,-082.6136238
Jackson,TX,+28.9598019,-096.5890800
Love,OK,+33.9578039,-097.2450928
Twiggs,GA,+32.6658469,-083.4258792
Mahoning,OH,+41.0108798,-080.7703956
Macon,AL,+32.3870267,-085.6928870
Wayne,IL,+38.4318573,-088.4324302
Swisher,TX,+34.5263193,-101.7438647
Osage,MO,+38.4642535,-091.8595036
Kane,IL,+41.9395938,-088.4280395
El Dorado,CA,+38.7856116,-120.5342245
Kershaw,SC,+34.3383561,-080.5908847
Gates,NC,+36.4421353,-076.7023552
Otero,CO,+37.8841698,-103.7212597
Douglas,OR,+43.2863277,-123.1544760
Monroe,PA,+41.0562401,-075.3290651
Newton,AR,+35.9107423,-093.2158984
Cavalier,ND,+48.7684388,-098.4637903
Noble,OK,+36.3849010,-097.2363345
Gove,KS,+38.9172385,-100.4873598
Pointe Coupee,LA,+30.7083190,-091.6046207
Gage,NE,+40.2552337,-096.6834528
St. Clair,AL,+33.7194907,-086.3113273
Scott,MS,+32.4119595,-089.5334861
Dougherty,GA,+31.5325876,-084.2090400
Harrison,IN,+38.1864535,-086.1037661
Bonner,ID,+48.3246343,-116.6274498
Catoosa,GA,+34.9002118,-085.1393851
LaSalle,LA,+31.6800826,-092.1615956
Waldo,ME,+44.4750229,-069.1174292
Howard,MD,+39.2522639,-076.9244057
Salt Lake,UT,+40.6678828,-111.9242397
Monroe,FL,+25.5861198,-081.0226025
Tuscarawas,OH,+40.4474395,-081.4711663
Capitol,CT,+41.8169700,-072.5758861
Greater Bridgeport,CT,+41.1845583,-073.2094009
Lower Connecticut River Valley,CT,+41.4203071,-072.4935251
Naugatuck Valley,CT,+41.5189311,-073.0879059
Northeastern Connecticut,CT,+41.8423749,-071.9726550
Northwest Hills,CT,+41.8548092,-073.2214944
South Central Connecticut,CT,+41.2901671,-072.8370243
Southeastern Connecticut,CT,+41.4847688,-072.1016655
Western Connecticut,CT,+41.2790553,-073.4465497
Richmond,NY,+40.5612628,-074.1398995
Highland,OH,+39.1844221,-083.6013590
Lake of the Woods,MN,+48.7681003,-094.9046335
Bingham,ID,+43.2163568,-112.3992058
Cabo Rojo,PR,+17.9971375,-067.1808622
Humacao,PR,+18.1354025,-065.7862286
Juncos,PR,+18.2241334,-065.9085417
Greenville,SC,+34.8926452,-082.3720772
Lyman,SD,+43.8948122,-099.8419253
Trempealeau,WI,+44.3030501,-091.3588668
Yolo,CA,+38.6796091,-121.9027500
Sterling,TX,+31.8357735,-101.0549114
Winkler,TX,+31.8328615,-103.0549246
Jackson,SD,+43.6775060,-101.6263229
Sevier,UT,+38.7468245,-111.8119299
Charles City,VA,+37.3610537,-077.0541700
Choctaw,AL,+31.9909539,-088.2488894
Knox,IN,+38.6883810,-087.4203583
Dawson,NE,+40.8678400,-099.8155833
Ford,KS,+37.6885096,-099.8847435
Williams,ND,+48.3557649,-103.5013332
Cass,ND,+46.9270033,-097.2523747
Hardin,IL,+37.5178517,-088.2661478
Arthur,NE,+41.5719297,-101.6959166
Frio,TX,+28.8693828,-099.1090050
Johnson,IA,+41.6706680,-091.5905285
Neosho,KS,+37.5642832,-095.3156822
Greenup,KY,+38.5635616,-082.9338199
Linn,KS,+38.2165494,-094.8449321
Garfield,UT,+37.8316634,-111.4509074
Eureka,NV,+39.9777878,-116.2722082
Hayes,NE,+40.5372337,-101.0479627
Phillips,CO,+40.5947117,-102.3451047
Calhoun,AR,+33.5604604,-092.5138790
Fairbanks North Star,AK,+64.6704543,-146.4960611
Henderson,KY,+37.7925421,-087.5725767
Holmes,MS,+33.1259415,-090.0911968
Oktibbeha,MS,+33.4223134,-088.8761514
Ceiba,PR,+18.2532647,-065.6207649
Corozal,PR,+18.3039098,-066.3261795
Fergus,MT,+47.2218156,-109.2329562
Garrett,MD,+39.5472985,-079.2746192
Webster,LA,+32.7321522,-093.3398245
Hillsdale,MI,+41.9274606,-084.6374794
Logan,KY,+36.8596070,-086.8812881
Custer,SD,+43.6849428,-103.4622500
Merrimack,NH,+43.2995786,-071.6800412
York,PA,+39.9217514,-076.7288887
Rutherford,NC,+35.4027469,-081.9195825
Beadle,SD,+44.4182649,-098.2794224
Cullman,AL,+34.1319229,-086.8692666
Douglas,GA,+33.7012421,-084.7673139
Johnson,NE,+40.3949552,-096.2652638
Washington,NC,+35.8447130,-076.5722906
Jones,SD,+43.9519910,-100.6861382
Anson,NC,+34.9749722,-080.1097633
Haines,AK,+59.0984037,-135.5757906
Billings,ND,+47.0070440,-103.3640163
Antelope,NE,+42.1832253,-098.0580367
Gasconade,MO,+38.4411826,-091.5057795
Butler,KY,+37.2070133,-086.6824707
St. John,VI,+18.3304347,-064.7352610
Campbell,WY,+44.1919991,-105.5170141
Morgan,GA,+33.5986493,-083.4994157
Cross,AR,+35.2856921,-090.7639835
Phillips,AR,+34.4236874,-090.8555931
St. James,LA,+30.0247772,-090.7939562
Yuba,CA,+39.2701300,-121.3442587
Shelby,AL,+33.2668934,-086.6610071
Ouray,CO,+38.1547313,-107.7884802
Curry,NM,+34.5729841,-103.3460546
Washita,OK,+35.2899075,-098.9922722
Orange,NC,+36.0625255,-079.1200330
Pulaski,IN,+41.0452718,-086.6925383
Benzie,MI,+44.6368444,-086.2319991
Erie,NY,+42.7527590,-078.7781922
Montgomery,MD,+39.1373815,-077.2030633
Manassas Park,VA,+38.7693983,-077.4423230
Arlington,VA,+38.8783374,-077.1007034
Carroll,VA,+36.7319632,-080.7278307
St. Charles,MO,+38.7811023,-090.6749153
San Benito,CA,+36.6116507,-121.0858108
Queen Anne's,MD,+39.0406929,-076.0824053
Brown,KS,+39.8259308,-095.5699047
Bulloch,GA,+32.3944979,-081.7414492
Floyd,KY,+37.5524560,-082.7397239
Broadwater,MT,+46.3298486,-111.4978728
Wheeler,GA,+32.1052580,-082.7338492
Craven,NC,+35.1168292,-077.0813197
Holt,MO,+40.0957240,-095.2190716
Lipscomb,TX,+36.2801998,-100.2726827
Columbia,OR,+45.9419320,-123.0810790
Florence,SC,+34.0285346,-079.7102329
Mountrail,ND,+48.2100726,-102.3648952
Washington,UT,+37.2625308,-113.4878003
Big Horn,MT,+45.4078679,-107.5181619
Elk,PA,+41.4273317,-078.6539366
Sioux,NE,+42.4706681,-103.7321705
Covington,MS,+31.6333310,-089.5488968
Moca,PR,+18.3776374,-067.0795736
Brown,IN,+39.1951131,-086.2301209
Clark,IN,+38.4762174,-085.7111221
Boyle,KY,+37.6181043,-084.8683523
Estill,KY,+37.6924493,-083.9639825
Collingsworth,TX,+34.9633577,-100.2721351
Colorado,TX,+29.5962960,-096.5089347
Grundy,IL,+41.2924096,-088.4010545
Lincoln,MN,+44.4082382,-096.2720323
Evans,GA,+32.1530834,-081.8901530
Wise,TX,+33.2193461,-097.6529857
Bethel,AK,+60.9291413,-160.1526246
Webster,GA,+32.0466911,-084.5538279
Jones,GA,+33.0216636,-083.5621958
Gwinnett,GA,+33.9587564,-084.0257351
Polk,WI,+45.4620407,-092.4470660
Green,WI,+42.6755218,-089.6050743
Orocovis,PR,+18.2187334,-066.4368987
Putnam,NY,+41.4279067,-073.7438608
Newport News,VA,+37.0761357,-076.5219802
Bent,CO,+37.9318907,-103.0775841
Jackson,OK,+34.5940059,-099.4122347
Sanders,MT,+47.7564968,-115.1803062
Glasscock,TX,+31.8680062,-101.5214944
Franklin,AR,+35.5085579,-093.8876647
Major,OK,+36.3131189,-098.5420147
Montgomery,TN,+36.5003535,-087.3808865
Pend Oreille,WA,+48.5438247,-117.2321913
McLean,ND,+47.6532061,-101.4219144
Hood River,OR,+45.5117753,-121.6559762
Wright,IA,+42.7330073,-093.7347352
Shelby,TX,+31.7901394,-094.1425794
Crawford,MO,+37.9665593,-091.3139358
Bath,VA,+38.0683679,-079.7312032
Otter Tail,MN,+46.4057273,-095.7145815
Plaquemines,LA,+29.2824470,-089.5760676
Pontotoc,MS,+34.2270808,-089.0372387
Morehouse,LA,+32.8200082,-091.8003988
Bullitt,KY,+37.9699453,-085.7026354
Dallas,AL,+32.3335263,-087.1143600
Comanche,TX,+31.9516447,-098.5496169
Lincoln,MT,+48.5523847,-115.4631849
San Lorenzo,PR,+18.1471074,-065.9761674
Toa Alta,PR,+18.3645557,-066.2446686
Cass,MN,+46.9517447,-094.3337048
Archuleta,CO,+37.2023952,-107.0508634
Yazoo,MS,+32.7656747,-090.3879282
Outagamie,WI,+44.4182258,-088.4649883
Lafayette,MO,+39.0687048,-093.8026388
Wilson,NC,+35.7003569,-077.9215978
Morrow,OH,+40.5252659,-082.7977288
Granite,MT,+46.3959554,-113.4273564
Foster,ND,+47.4714315,-098.8728755
Crawford,AR,+35.5829594,-094.2361928
Burnet,TX,+30.7896305,-098.2011868
Ste. Genevieve,MO,+37.8858449,-090.1615306
Gray,TX,+35.4025424,-100.8123736
McDonough,IL,+40.4558082,-090.6789543
Montgomery,IA,+41.0217348,-095.1577896
Jackson,AR,+35.5964674,-091.2232051
Hudspeth,TX,+31.4508678,-105.3775489
Rapides,LA,+31.1932037,-092.5359531
Lincoln,NE,+41.0503221,-100.7444808
Cass,TX,+33.0836979,-094.3575786
Henry,TN,+36.3252950,-088.3002878
Winchester,VA,+39.1738688,-078.1763562
Duplin,NC,+34.9344033,-077.9335434
Haywood,NC,+35.5588823,-082.9813074
Dakota,MN,+44.6708930,-093.0624813
Harney,OR,+43.0644492,-118.9871695
Maunabo,PR,+17.9997862,-065.8964028
Adams,WI,+43.9737568,-089.7672276
Clark,MO,+40.4072747,-091.7294720
Boone,KY,+38.9589002,-084.7363707
Washington,KY,+37.7542085,-085.1754162
Avoyelles,LA,+31.0885030,-091.9832748
Tate,MS,+34.6495527,-089.9431054
Worth,MO,+40.4804994,-094.4191982
Sherman,NE,+41.2187425,-098.9728492
Campbell,SD,+45.7855747,-100.0021074
Harding,SD,+45.5966105,-103.4738711
Gratiot,MI,+43.2923259,-084.6046900
Union,IA,+41.0285502,-094.2450907
Massac,IL,+37.2161190,-088.7056578
Logan,NE,+41.5421555,-100.4436647
Merrick,NE,+41.1697896,-098.0310573
Sheridan,NE,+42.5122888,-102.3682795
Carlisle,KY,+36.8571800,-088.9766140
Natrona,WY,+42.9776447,-106.7682192
Worth,GA,+31.5517733,-083.8499598
Morgan,IN,+39.4826458,-086.4474573
Ellis,TX,+32.3468783,-096.7969403
Pierce,GA,+31.3539980,-082.2103703
Eastern,AS,-14.2681144,-170.6257058
Grant,IN,+40.5157575,-085.6549455
Flagler,FL,+29.4748909,-081.2862532
Lawrence,MS,+31.5500087,-090.1075299
Winn,LA,+31.9411871,-092.6412694
Henry,IL,+41.3500209,-090.1308378
Lincoln,OR,+44.6410607,-123.9112121
York,ME,+43.4260188,-070.6684248
Codington,SD,+44.9662852,-097.1988375
Pike,GA,+33.0811487,-084.3894621
Stewart,GA,+32.0732250,-084.8349117
Monmouth,NJ,+40.2870481,-074.1524456
Clay,AR,+36.3673021,-090.4187041
Faulkner,AR,+35.1465478,-092.3369277
Delaware,OK,+36.3934371,-094.8081892
Keokuk,IA,+41.3311823,-092.1677213
Greene,IL,+39.3554391,-090.3876823
Lake,MN,+47.5171114,-091.4117038
Troup,GA,+33.0344820,-085.0283600
Humboldt,CA,+40.7066554,-123.9261757
Dickson,TN,+36.1455325,-087.3641546
Anoka,MN,+45.2741098,-093.2427232
Bon Homme,SD,+42.9857136,-097.8841749
Greene,TN,+36.1794867,-082.8475235
Sussex,VA,+36.9266454,-077.2597319
St. Joseph,IN,+41.6177233,-086.2880476
Pembina,ND,+48.7668959,-097.5454045
Bennett,SD,+43.1869121,-101.6771810
Vernon,LA,+31.1028407,-093.1883300
Penobscot,ME,+45.4092843,-068.6666160
Talbot,MD,+38.7483486,-076.1784757
Stephens,GA,+34.5535825,-083.2905877
Riverside,CA,+33.7298275,-116.0022389
Baxter,AR,+36.2802684,-092.3299488
Attala,MS,+33.0904678,-089.5886219
Story,IA,+42.0375379,-093.4660934
Bourbon,KS,+37.8560997,-094.8509284
Cumberland,VA,+37.5201891,-078.2528364
Sumter,SC,+33.9161395,-080.3823757
Lake and Peninsula,AK,+58.1085067,-156.4134134
Wyoming,WV,+37.6036601,-081.5490317
Kern,CA,+35.3466288,-118.7295064
Cooke,TX,+33.6391964,-097.2103433
Orangeburg,SC,+33.4361350,-080.8029131
Taylor,WI,+45.2116558,-090.5048529
Mower,MN,+43.6662486,-092.7595136
Murray,MN,+44.0155943,-095.7615809
Providence,RI,+41.8697678,-071.5786246
Phelps,MO,+37.8663263,-091.7903492
Prentiss,MS,+34.6205664,-088.5221836
Whitley,KY,+36.7580237,-084.1446485
Starke,IN,+41.2844785,-086.6446359
Williamson,TX,+30.6490817,-097.6050646
Patillas,PR,+18.0003111,-065.9866425
Mitchell,IA,+43.3485643,-092.7844663
Emanuel,GA,+32.5912003,-082.3001948
Catahoula,LA,+31.6665170,-091.8467030
Carbon,PA,+40.9183666,-075.7050387
Pawnee,NE,+40.1377971,-096.2452136
Unicoi,TN,+36.1001287,-082.4182181
Spartanburg,SC,+34.9320145,-081.9916236
Marathon,WI,+44.8980363,-089.7578230
Elko,NV,+41.1411327,-115.3514239
Braxton,WV,+38.6993304,-080.7316597
Wexford,MI,+44.3313751,-085.5700462
Cochran,TX,+33.6084401,-102.8304490
Blair,PA,+40.4986828,-078.3095970
Hickory,MO,+37.9369099,-093.3229883
Barry,MO,+36.6993756,-093.8343344
Ramsey,MN,+45.0152037,-093.0999648
Little River,AR,+33.7019411,-094.2362871
Lyon,NV,+39.0222125,-119.1974246
Lee,FL,+26.5632731,-081.9841817
Josephine,OR,+42.3869829,-123.5716197
Manatí,PR,+18.4448026,-066.4931369
Pike,MS,+31.1775159,-090.3977254
Coffee,TN,+35.4887654,-086.0782018
Lemhi,ID,+44.9285059,-113.8870422
Ohio,KY,+37.4778588,-086.8448710
Sarpy,NE,+41.1150635,-096.1091254
Colquitt,GA,+31.1897075,-083.7697730
Wilkin,MN,+46.3623354,-096.4766570
Randolph,IL,+38.0565149,-089.8212096
Kennebec,ME,+44.4170119,-069.7657639
Smyth,VA,+36.8423183,-081.5397861
Roosevelt,NM,+34.0212068,-103.4830039
Somerset,PA,+39.9812968,-079.0284859
Washington,VA,+36.7478138,-081.9503218
Guilford,NC,+36.0790650,-079.7886652
Ada,ID,+43.4514764,-116.2443759
Custer,OK,+35.6456012,-098.9973857
Marion,OH,+40.5880337,-083.1688034
Pike,IL,+39.6251059,-090.8890344
Woodford,IL,+40.7897870,-089.2105871
Richmond,GA,+33.3614863,-082.0749982
Pickens,AL,+33.2968003,-088.0968644
Ellis,OK,+36.2242576,-099.7501388
Perry,IL,+38.0843809,-089.3685249
Grundy,IA,+42.4033387,-092.7902437
Routt,CO,+40.4836638,-106.9877021
Somerset,NJ,+40.5655273,-074.6199378
Colusa,CA,+39.1777385,-122.2375629
Johnson,IL,+37.4607092,-088.8821305
Hinsdale,CO,+37.8115187,-107.3839736
Cassia,ID,+42.2823130,-113.6263276
Isanti,MN,+45.5624313,-093.2963388
Erie,PA,+42.1179519,-080.0963858
Copiah,MS,+31.8669151,-090.4487578
Van Zandt,TX,+32.5587866,-095.8369057
Roanoke,VA,+37.3307920,-080.1912371
Augusta,VA,+38.1725895,-079.1409749
Bristol Bay,AK,+58.7305457,-156.9944730
Piute,UT,+38.3358805,-112.1293755
Mason,KY,+38.5941366,-083.8281251
Benton,MN,+45.7012249,-094.0014397
Donley,TX,+34.9550364,-100.8158457
Bay,FL,+30.1591402,-085.5343954
Lauderdale,AL,+34.9041677,-087.6511075
Fountain,IN,+40.1212366,-087.2348725
Shelby,IL,+39.3849167,-088.7988648
Fayette,IL,+39.0011246,-089.0179232
Perry,OH,+39.7431874,-082.2379525
Danville,VA,+36.5833337,-079.4080707
Banks,GA,+34.3519216,-083.4984409
Wayne,GA,+31.5478449,-081.9123763
Oklahoma,OK,+35.5546109,-097.4094007
Johnston,OK,+34.3134553,-096.6542545
Jackson,NC,+35.2854541,-083.1239657
Summit,UT,+40.8720603,-110.9684862
Polk,MO,+37.6167611,-093.4008166
Lander,NV,+39.9002105,-117.0472398
Winneshiek,IA,+43.2929889,-091.8507880
Bracken,KY,+38.6803649,-084.1152351
Florence,WI,+45.8718277,-088.4069879
Roane,WV,+38.7429497,-081.3544939
Wadena,MN,+46.5869861,-094.9886078
Hopewell,VA,+37.2910098,-077.2989443
Winnebago,IL,+42.3373957,-089.1612053
Gila,AZ,+33.7896177,-110.8118696
Wicomico,MD,+38.3673676,-075.6320843
Carter,KY,+38.3140935,-083.0389885
Iredell,NC,+35.8062505,-080.8745238
Halifax,VA,+36.7664610,-078.9396142
Hertford,NC,+36.3635174,-076.9816160
Montgomery,NY,+42.9008912,-074.4353575
Pennington,MN,+48.0692470,-096.0377254
Whatcom,WA,+48.8426531,-121.8364325
Gilliam,OR,+45.3829550,-120.2762460
Ocean,NJ,+39.8656690,-074.2588636
Boone,AR,+36.3042991,-093.0792364
Comanche,OK,+34.6626300,-098.4766117
Jones,TX,+32.7437089,-099.8744297
Grimes,TX,+30.5432314,-095.9880820
Genesee,MI,+43.0210768,-083.7063718
Assumption,LA,+29.9032998,-091.0652194
Calhoun,MS,+33.9366339,-089.3371142
Greene,MS,+31.2128455,-088.6348108
Custer,MT,+46.2614136,-105.5503521
Roberts,SD,+45.6233973,-096.9475513
Ogle,IL,+42.0418840,-089.3201764
Richland,ND,+46.2652192,-096.9379599
Barron,WI,+45.4371917,-091.8528921
Iron,WI,+46.3265500,-090.2612985
Wabasha,MN,+44.2896337,-092.2334539
Del Norte,CA,+41.7499033,-123.9809983
Pushmataha,OK,+34.3778990,-095.4080818
Chelan,WA,+47.8609739,-120.6190410
Presque Isle,MI,+45.2523973,-083.4322825
Cleveland,OK,+35.2063756,-097.3230884
Sullivan,NY,+41.7199928,-074.7715769
Polk,NC,+35.2779011,-082.1676211
Scotland,NC,+34.8400226,-079.4773366
Harnett,NC,+35.3686603,-078.8716648
Lee,NC,+35.4763365,-079.1721174
Tipton,IN,+40.3102294,-086.0562066
Clay,KS,+39.3449643,-097.1688527
Wagoner,OK,+35.9633876,-095.5142005
Richland,MT,+47.7856330,-104.5634082
Ashley,AR,+33.1908354,-091.7722672
Desha,AR,+33.8287519,-091.2441034
Vieques,PR,+18.1254180,-065.4324740
Perry,TN,+35.6637521,-087.8693256
Washington,MN,+45.0379290,-092.8901170
Portsmouth,VA,+36.8593388,-076.3569725
Fayette,PA,+39.9189111,-079.6402527
Grant,WV,+39.1059882,-079.1950640
Shenandoah,VA,+38.8562040,-078.5739867
Irion,TX,+31.3034241,-100.9813037
Caldwell,MO,+39.6589977,-093.9791785
Putnam,FL,+29.5938964,-081.7320389
Crawford,IN,+38.2894327,-086.4408711
Lewis,MO,+40.0845592,-091.7288031
Grant,NE,+41.9139574,-101.7559645
Loíza,PR,+18.4455028,-065.9426487
Oneida,ID,+42.1838954,-112.5204486
Moultrie,IL,+39.6368956,-088.6257259
Hopkins,KY,+37.3110702,-087.5421956
Clearwater,ID,+46.6725700,-115.6535003
Bell,KY,+36.7289281,-083.6807180
Crow Wing,MN,+46.4916528,-094.0707182
Western,AS,-14.3354680,-170.7842335
Añasco,PR,+18.2869054,-067.1312824
Graham,AZ,+32.9318277,-109.8783103
St. Francis,AR,+35.0228383,-090.7515058
Echols,GA,+30.7140081,-082.8973758
Dillingham,AK,+59.5433255,-158.2671226
Lincoln,KS,+39.0472801,-098.2142837
Smith,KS,+39.7846603,-098.7854295
Jefferson,FL,+30.3968980,-083.9217606
Cidra,PR,+18.1743906,-066.1616177
Amite,MS,+31.2039333,-090.7955421
Montgomery,AR,+34.5456557,-093.6641530
Calhoun,MI,+42.2429896,-085.0123853
Cleburne,AL,+33.6719637,-085.5161261
Weld,CO,+40.5559610,-104.3836660
Beckham,OK,+35.2706008,-099.6900574
Modoc,CA,+41.5929185,-120.7183704
Polk,IA,+41.6848158,-093.5689710
Liberty,GA,+31.8074582,-081.4578709
Navarro,TX,+32.0484480,-096.4769087
Brooks,TX,+27.0349936,-098.2152756
Williamson,TN,+35.8948454,-086.8978885
Laramie,WY,+41.2928302,-104.6603950
Asotin,WA,+46.1818612,-117.2277813
Traverse,MN,+45.7699352,-096.4748315
Cass,IL,+39.9692024,-090.2457045
Rockdale,GA,+33.6520811,-084.0263696
Juniata,PA,+40.5306730,-077.4004377
McKean,PA,+41.8145902,-078.5724631
Garvin,OK,+34.7093497,-097.3127230
Burt,NE,+41.8541794,-096.3377462
San Juan,NM,+36.5116245,-108.3245778
Orleans,NY,+43.3399059,-078.2070281
De Soto,LA,+32.0592476,-093.7407968
Fresno,CA,+36.7610058,-119.6550193
Elbert,GA,+34.1164153,-082.8418919
Barbour,AL,+31.8702531,-085.4051035
Bladen,NC,+34.5919375,-078.5394885
Dallam,TX,+36.2863696,-102.5940204
Sangamon,IL,+39.7568863,-089.6624350
Craig,OK,+36.7638896,-095.2015531
Cumberland,TN,+35.9523984,-084.9947614
Otsego,MI,+45.0217871,-084.5766031
Sac,IA,+42.3875259,-095.1052244
Emery,UT,+39.0090246,-110.7210999
Ferry,WA,+48.4732563,-118.5335894
Wibaux,MT,+46.9629657,-104.2745184
Lincoln,NM,+33.7408411,-105.4498055
Cherokee,OK,+35.9043668,-094.9967964
Yellow Medicine,MN,+44.7157358,-095.8627560
Hunt,TX,+33.1233077,-096.0842298
Mitchell,TX,+32.3041168,-100.9243924
Wood,TX,+32.7835881,-095.3821664
Osage,OK,+36.6242995,-096.4081120
Cherokee,NC,+35.1371499,-084.0614491
Mecosta,MI,+43.6352949,-085.3327509
Pike,KY,+37.4860314,-082.4109120
Lafayette,FL,+29.9900661,-083.1785097
Catawba,NC,+35.6618826,-081.2149057
Breathitt,KY,+37.5178069,-083.3171582
Childress,TX,+34.5246235,-100.2081658
Ripley,MO,+36.6501703,-090.8748340
Tazewell,IL,+40.5080743,-089.5162598
Jeff Davis,TX,+30.6253574,-104.1918730
Lexington,VA,+37.7823316,-079.4443196
Sharp,AR,+36.1733989,-091.4710689
Larimer,CO,+40.6580933,-105.4867638
Tyrrell,NC,+35.8704196,-076.1653454
Rice,MN,+44.3507747,-093.2985130
Warren,MO,+38.7619020,-091.1593065
Warren,KY,+36.9956340,-086.4235786
Caddo,LA,+32.5801062,-093.8849698
Todd,SD,+43.2087936,-100.7076636
Marshall,IA,+42.0416996,-092.9814034
Tillman,OK,+34.3710852,-098.9317010
Macon,NC,+35.1529593,-083.4219010
Monroe,WV,+37.5540622,-080.5503295
Switzerland,IN,+38.8258545,-085.0296810
Hickman,KY,+36.6758960,-088.9720844
Geneva,AL,+31.0923822,-085.8210224
LaSalle,IL,+41.3433407,-088.8859312
Delaware,IA,+42.4730139,-091.3667675
Morris,KS,+38.6882040,-096.6514482
Davis,IA,+40.7480892,-092.4103453
Boise,ID,+43.9872749,-115.7151105
Monroe,WI,+43.9451751,-090.6199687
Perquimans,NC,+36.1808969,-076.4032445
Hamilton,FL,+30.4984382,-082.9511163
Matanuska-Susitna,AK,+62.2656263,-149.5039935
Delaware,IN,+40.2275433,-085.3992617
Levy,FL,+29.2718541,-082.8312330
Gurabo,PR,+18.2725815,-065.9811768
Hatillo,PR,+18.4411409,-066.7982102
Hancock,MS,+30.3916415,-089.4827905
Wilcox,GA,+31.9627199,-083.4382586
Red River,LA,+32.1012125,-093.3490504
